web-scraper-order,web-scraper-start-url,nama,kewarganegaraan,tipe_pelanggan,tipe_kamar,rating,judul_review,deskripsi,tanggal_review,periode_menginap
1745475234-37,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Mesaya,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"9,6",“Hotel Mewah Klasik”,"Tempat ini tua, tetapi dengan cara yang terbaik. Masih menawan, nyaman, dan tetap terasa cukup mewah. Anda bisa melihat bahwa tempat ini memiliki sejarah, tetapi semuanya terawat dengan baik dan hangat. Dan yang paling penting, harganya adil 👍",Diulas pada 04 April 2025,Menginap 2 malam pada Maret 2025
1745475234-38,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Lordy,Indonesia,Wisatawan berkelompok,Kamar Classic dengan Ranjang King,"10,0",“Nyaman bersama keluarga”,"Kami stay 4 malam, 4 kamar berlibur di kota Surabaya. Kami memesan kamar dengan sarapan.  Kamar luas dan nyaman. Kebersihan juga baik. Suasana hotel juga nyaman, baik kamar, taman, kolam ikan, tempat sarapan, kolam renang bahkan gym nya semuanya baik dan bagus. Check in juga mudah dan cepat. Menu sarapan juga banyak pilihan. Pelayanan staff dan security juga baik. Parkir juga luas.
Overall kami menikmati stay beberapa hari di Bumi Surabaya City Resort.
Terima kasih.",Diulas pada 14 Agustus 2024,Menginap 4 malam pada Agustus 2024
1745475234-39,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Indah,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“recomended banget”,"Sudah beberapa kali menginap di sini, meskipun ya hanya sbg orang surabaya aseli.. xixixi... karena keramahan, makanan lezat, bisa berenang air hangat, spot nya bali sehingga bisa fresh, keramahan mbak mbak dan bapak bapak serta mas nya baik.. saat itu kami sedang anniversary pernikahan, mendapatkan ucapan selamat walupun hanya ucapan... namun katanya next kalo ke sini bilang ya kalo anniversary akan dibikinin acara sederhana.. semoga, bisa bertemu lagi ya bapak (kalo ndak salah bapak nyoman). terimakasih the greath service.",Diulas pada 28 Juni 2024,Menginap 1 malam pada April 2024
1745475234-40,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Erza,Indonesia,Keluarga dengan anak dewasa,Kamar Classic dengan Ranjang Twin,"9,6",“Bermalam di Surabaya bumi resort”,"Kami bermalam utk kesekian kalinya di Surabaya bumi resort, ngg pernah bosen. Hotel ini benar² hotel yg bikin kangen suasana alam di pusat kota dng fasilitas yg sangat lengkap, staff yg ramah dan helpfully, kamar yg bersih dan wangi, breakfast yg enak dan lengkap.. Recommended 😍",Diulas pada 06 Januari 2025,Menginap 1 malam pada Januari 2025
1745475234-41,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Anno,Indonesia,Keluarga dengan anak dewasa,Kamar Classic dengan Ranjang King,"10,0",“Tingkatkan membenahi diri.”,"Lobby, makanan, fasilitas, suasana sdh ok. Hanya kamar yang perlu di tingkatkan kebersihan dan memperbaharui dengan yang baru. Krn yang masih ada  skrg sdh ketinggalan dan sdh lama. 🙏🙏",Diulas pada 02 April 2025,Menginap 2 malam pada Maret 2025
1745475234-42,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Ulin,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"10,0",“Recommended Hotel in Surabaya City”,"Lokasi hotel sangat strategis di tengah kota Surabaya, dekat dengan mall dan tempat makan. Staff yg ramah dan pelayanan yg sangat memuaskan. Kamar bersih dan spacious dilengkapi bathub. Menu makanan breakfast yg bervariasi dan sangat menggoda. Definitely recommended hotels!",Diulas pada 15 September 2024,Menginap 2 malam pada September 2024
1745475234-43,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Adi,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"10,0",“Liburan di surabaya”,"Hotel yang bagus dan estetik dengan pengalaman seperti berada di suatu resort. Pelayanan yang baik, ramah, dan menyenangkan. Menu sarapan yang banyak dan variatif dengan rasa yang enak enak, nasi goreng dan mie goreng dimasak on the spot. Akan kesini lagi jika berkunjung ke Surabaya",Diulas pada 23 Juni 2024,Menginap 1 malam pada Juni 2024
1745475234-44,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Ajeng,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"10,0",“Pengalaman terbaik”,"Nilai 10/10
Lokasi strategis
Suasana Asri fix kayak bukan di surabaya, sangat hijau dan sejuk
Staf profesional dan ramah
Kamar super besar, fasilitas komplit, AC sangat dingin , nyaman 
Kolam renang besar, ada kolam jacuzzi jd ga worry anak bakal masuk angin 
Makanan lengkap, indonesia , chinesse, japanese, western 
Banyak spot foto yg bagus
Tidak menyesal bermalam disini 
Jangan ragu pilih Bumi Surabaya !!!!",Diulas pada 06 Januari 2023,Menginap 1 malam pada Januari 2023
1745475234-45,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Retno,Indonesia,Keluarga dengan anak dewasa,Kamar Classic dengan Ranjang King,"10,0",“Spektakuler”,"Vibesnya bali bangeeet.. 
Staf sgt welcome dan helpfull.. 
Lokasi sgt strategis, kebersihan juaraa, fasilitas kamar maupun public nya lengkap. 
Untuk makanan bervariasi cm rasanya kurang cocok dgn seleraku. 
Yg jelas 100/10buat nyamanya❤",Diulas pada 15 Agustus 2024,Menginap 1 malam pada Agustus 2024
1745475234-46,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,SHILING,Republik Rakyat Tiongkok,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Bumir Dhi Resort”,"Hotel yang sangat indah dan memiliki nuansa Asia Tenggara, serta kolam renang yang sangat besar. Yang paling mengesankan adalah sarapan dan pelayanan dari staf. Lingkungan sarapan sangat baik, dengan variasi yang sangat kaya, ada masakan Barat dan Timur, sangat khas. Sikap staf sangat baik, selalu tersenyum dan menyapa, membantu mengangkat barang dan menunjukkan jalan, sangat ramah ❤️ Fasilitas hotel sedikit kuno, mengingat ini adalah hotel bintang lima tua, tetapi pelayanannya benar-benar bintang lima! Sangat merekomendasikan!",Diulas pada 01 Oktober 2024,Menginap 1 malam pada September 2024
1745475234-47,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Charles,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Kualitas sarapan berkurang jauh”,"Pertama kali balik setelah pandemi. Setelah 3 tahun. Kebersihan kamar, wangi khas lobby, keramahan staff, semuanya masih sangat baik. Namun, kualitas sarapan sangat buruk. Rasanya kurang baik untuk 5 Star Hotel. Live cooking di luar tidak ada, bahkan sampai piring buah pun tidak bisa pilih. sudah dikemas dalam bentuk porsi2 kecil. Tolong diperbaiki kualitas sarapannya. Terima Kasih",Diulas pada 07 Mei 2023,Menginap 2 malam pada Mei 2023
1745475234-48,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Petrina,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"10,0",“Bakal jadi langganan”,"Menginap ketiga kalinya di hotel bumi, mantap, selalu memuaskan",Diulas pada 20 April 2025,Menginap 1 malam pada April 2025
1745475234-49,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Narendra,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"6,0",“horor”,"hotel nya horor tv mati sndiri, pintu kamsr mandi tertutup sndiri",Diulas pada 16 April 2025,Menginap 1 malam pada April 2025
1745475234-50,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Siska,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"10,0",“Ternyaman”,"Rekomend utk tempat bersih, ruangan besar, kamar mandi oke, fasilitas oke.. harga standart dan masih masuk akal..
Bestt...",Diulas pada 15 April 2025,Menginap 1 malam pada Februari 2025
1745475234-51,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,zeni,Indonesia,Keluarga dengan anak dewasa,Kamar Classic dengan Ranjang Twin,"10,0",“Liburan”,"Menu sarapan bervariasi, sejuk  bersih, lengkap fasilitas..meskipun di tengah kota tapi tenang suasananya.. staf ramah. Kamar luas.",Diulas pada 10 April 2025,Menginap 2 malam pada April 2025
1745475234-52,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,edo,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"10,0",“Top hotel”,"Kamar luas, ada bathup, sarapan oke",Diulas pada 10 April 2025,Menginap 1 malam pada Januari 2025
1745475234-53,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Reza,Indonesia,Pasangan,Kamar Classic dengan Ranjang Twin,"10,0",“Spektakuler”,Nyaman,Diulas pada 09 April 2025,Menginap 1 malam pada April 2025
1745475234-54,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,aflakha,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"10,0",“Reccomended”,"Anak anak sangat senang, staf hotel menyapa dengan senyum, saya senang sekali, 1000% akan kembali jika ke surabaya",Diulas pada 08 April 2025,Menginap 2 malam pada April 2025
1745475234-55,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Wage,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Menginap sehari ”,Sangat Bagus,Diulas pada 08 April 2025,Menginap 1 malam pada Maret 2025
1745475234-56,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Agus,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"10,0",“Memuaskan makanan juga enak”,Memuaskan semua termasuk makanannya juga,Diulas pada 06 April 2025,Menginap 1 malam pada Maret 2025
1745475234-57,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Rizky,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"9,2",“Spektakuler”,"Mantap banget, kamar luas, sarapan enak",Diulas pada 04 April 2025,Menginap 1 malam pada Agustus 2024
1745475234-58,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,abidin,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Perfect”,All perfect,Diulas pada 27 Maret 2025,Menginap 1 malam pada Maret 2025
1745475234-59,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,BOS,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"8,0",“Top markotop”,"Hotel dengan harga dan fasilitas baik dr kamar, makanan dan pelayanan yg sgt baik di surabaya",Diulas pada 19 Maret 2025,Menginap 1 malam pada April 2024
1745475234-60,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Yunaedi,Indonesia,Pasangan,Kamar Classic dengan Ranjang Twin,"10,0",“Spektakuler”,Hotel legend recomend banget,Diulas pada 16 Maret 2025,Menginap 1 malam pada Maret 2025
1745475234-61,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,elise,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"10,0",“Mantabs dan recomendid”,Loc strategis d tengah kota.. pelayanan ok..kamar luas..makanan mantabs.. pokonya klo k Surabaya pasti nginep disini lg..,Diulas pada 13 Maret 2025,Menginap 1 malam pada Desember 2024
1745475234-62,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Linagustin,Indonesia,Wisatawan tunggal,Kamar Classic dengan Ranjang King,"9,6",“Price recommended ”,Dengan keramahan staff,Diulas pada 09 Maret 2025,Menginap 1 malam pada Februari 2025
1745475234-63,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Edwin,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"8,4",“Hotel Bumi menyenangkan”,Fasilitas termasuk lengkap dengan harga terjangkau. Makanan juga lengkap. Kamar luas dan bersih.,Diulas pada 05 Maret 2025,Menginap 1 malam pada Februari 2025
1745475234-64,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,lutfia,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"10,0",“Kamar luas”,"Kamar luas kasur
Kerasa uda lama tp msh oke
Utk breakfast sih biasa menurut saya",Diulas pada 01 Maret 2025,Menginap 1 malam pada Desember 2024
1745475234-65,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Tutik,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Liburan yg berkesan ”,3/4x nginep di hotel bumi dan semuanya sangat berkesan untuk saya pribadi anak dan suami,Diulas pada 28 Februari 2025,Menginap 1 malam pada Februari 2025
1745475234-66,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Mika,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"6,0",“Di Atas Rata-Rata”,hotel nyaman sayangnya kurang bersih jendela pojok berdebu dan batup ada yg rusak,Diulas pada 24 Februari 2025,Menginap 1 malam pada Desember 2024
1745475234-67,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Viro,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Bagus”,Indah,Diulas pada 23 Februari 2025,Menginap 1 malam pada Februari 2025
1745475234-68,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,gita,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Spektakuler”,Terbaik,Diulas pada 21 Februari 2025,Menginap 3 malam pada Januari 2025
1745475234-69,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,gita,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Spektakuler”,"Tidak ada yg minus dari hotel ini
Hotel terbaik🫰🫰",Diulas pada 21 Februari 2025,Menginap 3 malam pada Januari 2025
1745475234-70,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,fitra,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang Twin,"10,0",“Spektakuler”,"Full fasilitas ketika membawa kelurga disini, kamar cukup luas",Diulas pada 11 Februari 2025,Menginap 1 malam pada Februari 2025
1745475234-71,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Jondy,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Rekomendasi banget”,"Staff ramah, makanan enak, dekat dgn pusat shopping...",Diulas pada 10 Februari 2025,Menginap 1 malam pada Februari 2025
1745475234-72,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,inayah,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Spektakuler”,Best experience for staycation in the heart of Surabaya. Thank you Bumi!,Diulas pada 08 Februari 2025,Menginap 1 malam pada Januari 2025
1745475234-73,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Mega,Indonesia,Keluarga dengan anak dewasa,Kamar Classic dengan Ranjang King,"10,0",“Sangat baik”,Nyaman,Diulas pada 07 Februari 2025,Menginap 1 malam pada Juni 2024
1745475234-74,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Jubad,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"8,0",“Sangat baik”,Cukup,Diulas pada 07 Februari 2025,Menginap 1 malam pada Agustus 2024
1745475234-75,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Achmad,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Short staycation”,"Staff helpfull, strategic location, near mall, good breakfast, have gym, pool, and jacuzy.
Cozy place",Diulas pada 02 Februari 2025,Menginap 2 malam pada Januari 2025
1745475234-76,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Chairul,Indonesia,Wisatawan berkelompok,Kamar Classic dengan Ranjang King,"10,0",“Fasilitas lengkap”,"Semua fasilitas lengkap dan nyaman, staf ramah, area strategis, harga terjangkau",Diulas pada 01 Februari 2025,Menginap 1 malam pada Januari 2025
1745475234-77,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Harry,Indonesia,Pasangan,Kamar Classic dengan Ranjang Twin,"8,8",“Strategia”,Hotel strategia dan murab,Diulas pada 22 Januari 2025,Menginap 2 malam pada Desember 2024
1745475234-78,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Abdul,Indonesia,Pasangan,Kamar Classic dengan Ranjang Twin,"10,0",“Bagus”,Staf nya ramah2,Diulas pada 21 Januari 2025,Menginap 1 malam pada Januari 2025
1745475234-79,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Jovan,Indonesia,Pasangan,Kamar Classic Double,"10,0",“The best”,Tidak pernah gagal memang hotel satu ini,Diulas pada 15 Januari 2025,Menginap 1 malam pada Desember 2024
1745475234-80,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Nailul,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"10,0",“Bagus”,Recomended,Diulas pada 15 Januari 2025,Menginap 1 malam pada Desember 2024
1745475234-81,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,puguh,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Spektakuler”,"Suasana nyaman, staf ramah, kamar ok banget dan bersih",Diulas pada 11 Januari 2025,Menginap 1 malam pada Februari 2024
1745475234-82,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Duta,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“best”,sangat menyenangkan menginap di sini,Diulas pada 10 Januari 2025,Menginap 1 malam pada November 2024
